# samasika differential vectors
# openmina rev: see metatheory/fixtures/pickles-extractors/README.md
# cols: name	branch	fx_expect	om_short	oc_short	e_len	e_mwd	e_dens	e_slot	e_spe	e_stakelock	e_nextlock	e_vrf	e_hash	e_epochcount	c_len	c_mwd	c_dens	c_slot	c_spe	c_stakelock	c_nextlock	c_vrf	c_hash	c_epochcount	om_relmwd_e	om_relmwd_c	oc_vmwd_e	oc_vmwd_c	om_short_take	om_long_take	om_take	oc_take
derived-swapped-10007-10000	-	-	false	false	45	40	1,3,1,1,5,4,7,6,7,5,4	10007	30	10319430319393737885351823371725781603077366630476512050557885306931812948940	25686298431238461978375277669654106196424667873702179056774480434580520628446	0a36c5c7a3cb8903827ebc85bd65fd9a350a648a009f985c9376cdd63a835cfa	270571330448882343923032911080130414324363614801133675800920626146586913693	3	57	41	6,4,6,1,5,4,7,6,7,6,4	10000	30	3364457109574640863327556319080412767986586671168584467061689717583410697638	12665384480028550204853297467020501178851750099845465782746581870844073737784	e974919ea9c388f7b06e2503c77613253db4feefb6f8347ca3b1e2acc3ea1044	15188491114384605927338028853440902740810978586968510103325880035884635398069	3	40	26	40	41	true	false	false	true
derived-swapped-10008-10000	-	-	false	false	45	40	1,3,1,1,5,4,7,6,7,5,4	10008	30	10319430319393737885351823371725781603077366630476512050557885306931812948940	25686298431238461978375277669654106196424667873702179056774480434580520628446	0a36c5c7a3cb8903827ebc85bd65fd9a350a648a009f985c9376cdd63a835cfa	270571330448882343923032911080130414324363614801133675800920626146586913693	3	57	41	6,4,6,1,5,4,7,6,7,6,4	10000	30	3364457109574640863327556319080412767986586671168584467061689717583410697638	12665384480028550204853297467020501178851750099845465782746581870844073737784	e974919ea9c388f7b06e2503c77613253db4feefb6f8347ca3b1e2acc3ea1044	15188491114384605927338028853440902740810978586968510103325880035884635398069	3	40	19	40	41	true	false	false	true
derived-swapped-10013-10000	-	-	false	false	45	40	1,3,1,1,5,4,7,6,7,5,4	10013	30	10319430319393737885351823371725781603077366630476512050557885306931812948940	25686298431238461978375277669654106196424667873702179056774480434580520628446	0a36c5c7a3cb8903827ebc85bd65fd9a350a648a009f985c9376cdd63a835cfa	270571330448882343923032911080130414324363614801133675800920626146586913693	3	57	41	6,4,6,1,5,4,7,6,7,6,4	10000	30	3364457109574640863327556319080412767986586671168584467061689717583410697638	12665384480028550204853297467020501178851750099845465782746581870844073737784	e974919ea9c388f7b06e2503c77613253db4feefb6f8347ca3b1e2acc3ea1044	15188491114384605927338028853440902740810978586968510103325880035884635398069	3	40	0	40	41	true	false	false	true
derived-swapped-10014-10000	-	-	false	false	45	40	1,3,1,1,5,4,7,6,7,5,4	10014	30	10319430319393737885351823371725781603077366630476512050557885306931812948940	25686298431238461978375277669654106196424667873702179056774480434580520628446	0a36c5c7a3cb8903827ebc85bd65fd9a350a648a009f985c9376cdd63a835cfa	270571330448882343923032911080130414324363614801133675800920626146586913693	3	57	41	6,4,6,1,5,4,7,6,7,6,4	10000	30	3364457109574640863327556319080412767986586671168584467061689717583410697638	12665384480028550204853297467020501178851750099845465782746581870844073737784	e974919ea9c388f7b06e2503c77613253db4feefb6f8347ca3b1e2acc3ea1044	15188491114384605927338028853440902740810978586968510103325880035884635398069	3	40	0	40	41	true	false	false	true
derived-swapped-10015-10000	-	-	false	false	45	40	1,3,1,1,5,4,7,6,7,5,4	10015	30	10319430319393737885351823371725781603077366630476512050557885306931812948940	25686298431238461978375277669654106196424667873702179056774480434580520628446	0a36c5c7a3cb8903827ebc85bd65fd9a350a648a009f985c9376cdd63a835cfa	270571330448882343923032911080130414324363614801133675800920626146586913693	3	57	41	6,4,6,1,5,4,7,6,7,6,4	10000	30	3364457109574640863327556319080412767986586671168584467061689717583410697638	12665384480028550204853297467020501178851750099845465782746581870844073737784	e974919ea9c388f7b06e2503c77613253db4feefb6f8347ca3b1e2acc3ea1044	15188491114384605927338028853440902740810978586968510103325880035884635398069	3	40	0	40	41	true	false	false	true
derived-swapped-10021-10000	-	-	false	false	45	40	1,3,1,1,5,4,7,6,7,5,4	10021	30	10319430319393737885351823371725781603077366630476512050557885306931812948940	25686298431238461978375277669654106196424667873702179056774480434580520628446	0a36c5c7a3cb8903827ebc85bd65fd9a350a648a009f985c9376cdd63a835cfa	270571330448882343923032911080130414324363614801133675800920626146586913693	3	57	41	6,4,6,1,5,4,7,6,7,6,4	10000	30	3364457109574640863327556319080412767986586671168584467061689717583410697638	12665384480028550204853297467020501178851750099845465782746581870844073737784	e974919ea9c388f7b06e2503c77613253db4feefb6f8347ca3b1e2acc3ea1044	15188491114384605927338028853440902740810978586968510103325880035884635398069	3	40	0	40	41	true	false	false	true
derived-swapped-10028-10000	-	-	false	false	45	40	1,3,1,1,5,4,7,6,7,5,4	10028	30	10319430319393737885351823371725781603077366630476512050557885306931812948940	25686298431238461978375277669654106196424667873702179056774480434580520628446	0a36c5c7a3cb8903827ebc85bd65fd9a350a648a009f985c9376cdd63a835cfa	270571330448882343923032911080130414324363614801133675800920626146586913693	3	57	41	6,4,6,1,5,4,7,6,7,6,4	10000	30	3364457109574640863327556319080412767986586671168584467061689717583410697638	12665384480028550204853297467020501178851750099845465782746581870844073737784	e974919ea9c388f7b06e2503c77613253db4feefb6f8347ca3b1e2acc3ea1044	15188491114384605927338028853440902740810978586968510103325880035884635398069	3	40	0	40	41	true	false	false	true
derived-swapped-10042-10000	-	-	false	false	45	40	1,3,1,1,5,4,7,6,7,5,4	10042	30	10319430319393737885351823371725781603077366630476512050557885306931812948940	25686298431238461978375277669654106196424667873702179056774480434580520628446	0a36c5c7a3cb8903827ebc85bd65fd9a350a648a009f985c9376cdd63a835cfa	270571330448882343923032911080130414324363614801133675800920626146586913693	3	57	41	6,4,6,1,5,4,7,6,7,6,4	10000	30	3364457109574640863327556319080412767986586671168584467061689717583410697638	12665384480028550204853297467020501178851750099845465782746581870844073737784	e974919ea9c388f7b06e2503c77613253db4feefb6f8347ca3b1e2acc3ea1044	15188491114384605927338028853440902740810978586968510103325880035884635398069	3	40	0	40	35	true	false	false	false
derived-swapped-10070-10000	-	-	false	false	45	40	1,3,1,1,5,4,7,6,7,5,4	10070	30	10319430319393737885351823371725781603077366630476512050557885306931812948940	25686298431238461978375277669654106196424667873702179056774480434580520628446	0a36c5c7a3cb8903827ebc85bd65fd9a350a648a009f985c9376cdd63a835cfa	270571330448882343923032911080130414324363614801133675800920626146586913693	3	57	41	6,4,6,1,5,4,7,6,7,6,4	10000	30	3364457109574640863327556319080412767986586671168584467061689717583410697638	12665384480028550204853297467020501178851750099845465782746581870844073737784	e974919ea9c388f7b06e2503c77613253db4feefb6f8347ca3b1e2acc3ea1044	15188491114384605927338028853440902740810978586968510103325880035884635398069	3	39	0	40	13	true	false	false	false
derived-swapped-10076-10000	-	-	false	false	45	40	1,3,1,1,5,4,7,6,7,5,4	10076	30	10319430319393737885351823371725781603077366630476512050557885306931812948940	25686298431238461978375277669654106196424667873702179056774480434580520628446	0a36c5c7a3cb8903827ebc85bd65fd9a350a648a009f985c9376cdd63a835cfa	270571330448882343923032911080130414324363614801133675800920626146586913693	3	57	41	6,4,6,1,5,4,7,6,7,6,4	10000	30	3364457109574640863327556319080412767986586671168584467061689717583410697638	12665384480028550204853297467020501178851750099845465782746581870844073737784	e974919ea9c388f7b06e2503c77613253db4feefb6f8347ca3b1e2acc3ea1044	15188491114384605927338028853440902740810978586968510103325880035884635398069	3	40	0	40	6	true	false	false	false
derived-swapped-10077-10000	-	-	false	false	45	40	1,3,1,1,5,4,7,6,7,5,4	10077	30	10319430319393737885351823371725781603077366630476512050557885306931812948940	25686298431238461978375277669654106196424667873702179056774480434580520628446	0a36c5c7a3cb8903827ebc85bd65fd9a350a648a009f985c9376cdd63a835cfa	270571330448882343923032911080130414324363614801133675800920626146586913693	3	57	41	6,4,6,1,5,4,7,6,7,6,4	10000	30	3364457109574640863327556319080412767986586671168584467061689717583410697638	12665384480028550204853297467020501178851750099845465782746581870844073737784	e974919ea9c388f7b06e2503c77613253db4feefb6f8347ca3b1e2acc3ea1044	15188491114384605927338028853440902740810978586968510103325880035884635398069	3	40	0	40	6	true	false	false	false
derived-swapped-10078-10000	-	-	false	false	45	40	1,3,1,1,5,4,7,6,7,5,4	10078	30	10319430319393737885351823371725781603077366630476512050557885306931812948940	25686298431238461978375277669654106196424667873702179056774480434580520628446	0a36c5c7a3cb8903827ebc85bd65fd9a350a648a009f985c9376cdd63a835cfa	270571330448882343923032911080130414324363614801133675800920626146586913693	3	57	41	6,4,6,1,5,4,7,6,7,6,4	10000	30	3364457109574640863327556319080412767986586671168584467061689717583410697638	12665384480028550204853297467020501178851750099845465782746581870844073737784	e974919ea9c388f7b06e2503c77613253db4feefb6f8347ca3b1e2acc3ea1044	15188491114384605927338028853440902740810978586968510103325880035884635398069	3	40	0	40	6	true	false	false	false
derived-swapped-10084-10000	-	-	false	false	45	40	1,3,1,1,5,4,7,6,7,5,4	10084	30	10319430319393737885351823371725781603077366630476512050557885306931812948940	25686298431238461978375277669654106196424667873702179056774480434580520628446	0a36c5c7a3cb8903827ebc85bd65fd9a350a648a009f985c9376cdd63a835cfa	270571330448882343923032911080130414324363614801133675800920626146586913693	3	57	41	6,4,6,1,5,4,7,6,7,6,4	10000	30	3364457109574640863327556319080412767986586671168584467061689717583410697638	12665384480028550204853297467020501178851750099845465782746581870844073737784	e974919ea9c388f7b06e2503c77613253db4feefb6f8347ca3b1e2acc3ea1044	15188491114384605927338028853440902740810978586968510103325880035884635398069	3	40	0	40	0	true	false	false	false
derived-grace-1400-1430	-	-	false	false	45	40	1,3,1,1,5,4,7,6,7,5,4	1400	30	10319430319393737885351823371725781603077366630476512050557885306931812948940	25686298431238461978375277669654106196424667873702179056774480434580520628446	0a36c5c7a3cb8903827ebc85bd65fd9a350a648a009f985c9376cdd63a835cfa	270571330448882343923032911080130414324363614801133675800920626146586913693	3	57	41	6,4,6,1,5,4,7,6,7,6,4	1430	30	3364457109574640863327556319080412767986586671168584467061689717583410697638	12665384480028550204853297467020501178851750099845465782746581870844073737784	e974919ea9c388f7b06e2503c77613253db4feefb6f8347ca3b1e2acc3ea1044	15188491114384605927338028853440902740810978586968510103325880035884635398069	3	40	41	40	41	true	true	true	true
derived-grace-1400-1500	-	-	false	false	45	40	1,3,1,1,5,4,7,6,7,5,4	1400	30	10319430319393737885351823371725781603077366630476512050557885306931812948940	25686298431238461978375277669654106196424667873702179056774480434580520628446	0a36c5c7a3cb8903827ebc85bd65fd9a350a648a009f985c9376cdd63a835cfa	270571330448882343923032911080130414324363614801133675800920626146586913693	3	57	41	6,4,6,1,5,4,7,6,7,6,4	1500	30	3364457109574640863327556319080412767986586671168584467061689717583410697638	12665384480028550204853297467020501178851750099845465782746581870844073737784	e974919ea9c388f7b06e2503c77613253db4feefb6f8347ca3b1e2acc3ea1044	15188491114384605927338028853440902740810978586968510103325880035884635398069	3	0	41	40	41	true	true	true	true
derived-grace-2000-2100	-	-	false	false	45	40	1,3,1,1,5,4,7,6,7,5,4	2000	30	10319430319393737885351823371725781603077366630476512050557885306931812948940	25686298431238461978375277669654106196424667873702179056774480434580520628446	0a36c5c7a3cb8903827ebc85bd65fd9a350a648a009f985c9376cdd63a835cfa	270571330448882343923032911080130414324363614801133675800920626146586913693	3	57	41	6,4,6,1,5,4,7,6,7,6,4	2100	30	3364457109574640863327556319080412767986586671168584467061689717583410697638	12665384480028550204853297467020501178851750099845465782746581870844073737784	e974919ea9c388f7b06e2503c77613253db4feefb6f8347ca3b1e2acc3ea1044	15188491114384605927338028853440902740810978586968510103325880035884635398069	3	0	41	40	41	true	true	true	true
derived-grace-2200-2230	-	-	false	false	45	40	1,3,1,1,5,4,7,6,7,5,4	2200	30	10319430319393737885351823371725781603077366630476512050557885306931812948940	25686298431238461978375277669654106196424667873702179056774480434580520628446	0a36c5c7a3cb8903827ebc85bd65fd9a350a648a009f985c9376cdd63a835cfa	270571330448882343923032911080130414324363614801133675800920626146586913693	3	57	41	6,4,6,1,5,4,7,6,7,6,4	2230	30	3364457109574640863327556319080412767986586671168584467061689717583410697638	12665384480028550204853297467020501178851750099845465782746581870844073737784	e974919ea9c388f7b06e2503c77613253db4feefb6f8347ca3b1e2acc3ea1044	15188491114384605927338028853440902740810978586968510103325880035884635398069	3	0	41	40	41	true	true	true	true
derived-grace-2200-2300	-	-	false	false	45	40	1,3,1,1,5,4,7,6,7,5,4	2200	30	10319430319393737885351823371725781603077366630476512050557885306931812948940	25686298431238461978375277669654106196424667873702179056774480434580520628446	0a36c5c7a3cb8903827ebc85bd65fd9a350a648a009f985c9376cdd63a835cfa	270571330448882343923032911080130414324363614801133675800920626146586913693	3	57	41	6,4,6,1,5,4,7,6,7,6,4	2300	30	3364457109574640863327556319080412767986586671168584467061689717583410697638	12665384480028550204853297467020501178851750099845465782746581870844073737784	e974919ea9c388f7b06e2503c77613253db4feefb6f8347ca3b1e2acc3ea1044	15188491114384605927338028853440902740810978586968510103325880035884635398069	3	0	41	0	41	true	true	true	true
derived-grace-2230-2240	-	-	false	false	45	40	1,3,1,1,5,4,7,6,7,5,4	2230	30	10319430319393737885351823371725781603077366630476512050557885306931812948940	25686298431238461978375277669654106196424667873702179056774480434580520628446	0a36c5c7a3cb8903827ebc85bd65fd9a350a648a009f985c9376cdd63a835cfa	270571330448882343923032911080130414324363614801133675800920626146586913693	3	57	41	6,4,6,1,5,4,7,6,7,6,4	2240	30	3364457109574640863327556319080412767986586671168584467061689717583410697638	12665384480028550204853297467020501178851750099845465782746581870844073737784	e974919ea9c388f7b06e2503c77613253db4feefb6f8347ca3b1e2acc3ea1044	15188491114384605927338028853440902740810978586968510103325880035884635398069	3	4	41	40	41	true	true	true	true
